College Name,Contact no,Email,Website,Address
"Institute of Hotel Management Catering Technology & Applied Nutrition (IHMCTAN), Chennai Contact Number, Address & Location Map, Chennai",044   22542029,ihmchen@dataone.in,http://www.ihmchennai.org/,"4 th Cross Street, C.I.T Campus, TTTI u2013 Taramani P.O., Chennai u2013 600 113, (Next to MGR Govt. Film Institute & Opp. Indira Nagar Railway Station on Tidel Park Road) Tamil Nadu u2013 India."
"Sarosh Institute of Hotel Administration Contact Number, Address & Location Map, Mangalore",2275862,sihainst@hotmail.com,http://www.sihainst.com/,"Nitte Campus, , NH 75 Kodakal, Mangalore Kannur Post, Mangalore, Karnataka, India- 575007"
"Dr. Ambedkar Institute of Hotel Management Catering and Nutrition Contact Number, Address & Location Map, Chandigarh","0172-2604833 , 2676015",aihm_chd@yahoo.com,http://ihmchandigarh.org/,"Dr. Ambedkar Institute of Hotel Management  Catering and Nutrition  Sector -42 D ,Chandigarh  (160036)"
"IMCU bangalore Contact Number, Address & Location Map, Bengaluru",+918040129531 +918040129532,hod.im@christuniversity.in,http://www.christuniversity.in/academics/institute-of-management,"CHRIST(Deemed to be University) Institute of Management, Hosur Road, Bangalore, Karnataka, India-560029"
"IHM Kovalam Contact Number, Address & Location Map, Thiruvananthapuram","0471-2480283,2480774",info@ihmctkovalam.org,http://www.ihmctkovalam.org/,"G.V.Raja Road, KOVALAM, TRIVANDRUM - 695 527, KERALA, India."
"M.S.Ramaiah College of Hotel Management Contact Number, Address & Location Map, Bengaluru",080 23601829,admissionmsrchm@info.in,http://www.msrchm.edu/,"M.S.Ramaiah College of Hotel ManagementM S Ramaiah Nagar, MathikereBengaluru, Karnataka 560054"
"SCMLD Pune Contact Number, Address & Location Map, Pune",+91 020 65200482 /  +91 9552590074,info@scmld.org,http://www.scmld.org,"392 A,Mahale Plot, Deep Bungalow - Vetal Chowk Road, Model Colony P.O., Pune-411016."
"Institute of Hotel Management (IHM), Ahmedabad Contact Number, Address & Location Map, Ahmedabad",+ 91-9428 01 6272,info@ihmahmedabad.com,http://www.ihmahmedabad.com,"On Koba-Infocity Rd., Bhaijipura,Gandhinagar-382421 Gujarat India."
"Institute of Hotel Management, Catering Technology & Applied Nutrition (IHM), Hyderabad Contact Number, Address & Location Map, Hyderabad",+91-40-27427569,ihmhyderabad@rediffmail.com,http://www.ihmhyd.org/,"F- Row, D.D.Colony, , Vidyanagar, Hyderabad, Telangana, India- 500007"
"RIZVI Mumbai Contact Number, Address & Location Map, Mumbai",02226044176,administration@rizvihmct.com,http://www.rizvihmct.com/,"New Rizvi Educational Complex , Off Carter Road, Bandra West, Mumbai, Maharashtra, India-400050"
"IHM Goa Contact Number, Address & Location Map, Bardez",+ 91 - 832- 2417252 / 2417379 / 2411142,ihmgoa@sancharnet.in,http://www.ihmgoa.gov.in,"INSTITUTE OF HOTEL MANAGEMENT,  CATERING TECHNOLOGY & APPLIED NUTRITION, Alto Porvorim, Bardez, Goa - 403 521"
"Institute of Hotel Management (IHM), Jodhpur Contact Number, Address & Location Map, Jodhpur","91-0291-2616929, 91-9929098604",sihmjodhpur@rediffmail.com,http://www.ihmjodhpur.com/,"Institute of Hotel Management, Govt. Polytechnic Campus, Pali Road,Jodhpur 342 001,India"
"Institute of Hotel Management Catering Technology & Applied Nutrition (IHM), Panipat Contact Number, Address & Location Map, Panipat",+91-180-2650222,ihmcpanipat@gmail.com,http://www.ihmpanipat.com/,"Institute of Hotel Management Catering Technology & Applied NutritionrnIndustrial Area, Panipat"
"Amrapali Institute of Hotel Management (AIHM), Haldwani Contact Number, Address & Location Map, Haldwani",05946-238201,admission@amrapali.ac.in,http://www.amrapali.ac.in/,"Shiksha Nagar, Kaladhungi Road, , Haldwani, Uttarakhand, India- 263139"
"Apeejay Institute of Hospitality (AIH, AIH Navi Mumbai), Navi Mumbai Contact Number, Address & Location Map, Navi Mumbai",022 6758 9050 / 27589050,connect@aih.edu.in,http://www.aih.edu.in,"No.1, Sector-10, C.B.D. Belapur Navi Mumbai u2013 400 614, India"
"IHMCT Lucknow Contact Number, Address & Location Map, Lucknow",9936318883,info@chts.org,http://chts.org/,"Opposite Avadh Academy Inter College, , Kanchanpur Matiyari, Chinhat, On Main Faizabad Road, Lucknow, Uttar Pradesh, India- 227105"
"Institute of Hotel Management Catering Technology and Applied Nutrition (IHMCTAN), Guwahati Contact Number, Address & Location Map, Guwahati",+ 9103612337245,principal@ihmctanghy.org.in,http://www.ihmctanghy.org.in/,Upper HengrabariChachalBarbariOpposite Doordarshan QuartersGuwahati - 781036
"Institute of Hotel Management catering & Nutrition (IHM), Lucknow Contact Number, Address & Location Map, Lucknow",+91-0522-4077414,ihmlucknow@gmail.com,http://www.ihmlucknow.com/,Sector - GAliganjLucknowUttar PradeshINDIAPin Code : 226024
"Sanskriti University Contact Number, Address & Location Map, Mathura","+91-91 9358512345, 7500723300, +91-7500183300,+91-9690899944",enquiry@sanskriti.edu.in,http://www.sanskriti.edu.in,"28 K. M. Stone, Mathura - Delhi Highway, Chhata, Mathura Uttar Pradesh (U.P.) Pin - 281401"
"Chitkara School of Hospitality Contact Number, Address & Location Map, Chandigarh",01724090900,info@chitkara.edu.in,http://www.chitkara.edu.in/hospitality,"Chandigarh-Patiala National Highway (NH-64) , Punjab, India - 140401"
"Institute of Hotel Management, Catering Technology & Applied Nutrition (IHM), Shillong Contact Number, Address & Location Map, Shillong",0364- 2912252,principal.ihm-meg@nic.in,http://ihmshillong.nic.in/,"Mawkasiang, Mawdiangdiang, East Khasi Hills District Shillong - 793018, Meghalaya"
"Desh Bhagat Institute of Hotel Management Contact Number, Address & Location Map, Mandi Gobindgar",911765-520521,dbihm@deshbhagatinstitutes.com,http://www.dbihm.com,"Amloh Road, Mandi Gobindgarh. 147301 (Pb.) rn"
"Munnar Catering College Contact Number, Address & Location Map, Cochin",+91-4868-249900,info@munnarcateringcollege.edu.in,http://www.munnarcateringcollege.edu.in,"Thachankary Hills, Sooryanell rnMunnar-18 Kerala South India"
"Institute of Hotel Management Catering Technology & Applied Nutrition (IHM), Kurukshetra Contact Number, Address & Location Map, Kurukshetra",01744-238766,principal@ihmkkr.com,http://www.ihmkkr.com/,"Jyotisar, Distt. Kurukshetra - 136 119 Haryana"
"Institute of Hotel Management, Catering Technology & Applied Nutrition (IHM), Bhubaneswar Contact Number, Address & Location Map, Bhubaneswar",0674-2589241,hospitality@ihmbbs.org,http://www.ihmbbs.org/,"V.S.S. Nagar, Bhubaneswar-751007, Orissa, India"
"Institute of Hotel Management Catering Technology and Applied Nutrition (IHMCTAN), Dehradun Contact Number, Address & Location Map, Dehradun",0135-2550271,ihmdehradun@gmail.com,http://ihmddn.com/,"Garhi Cantt, Near Tapkeshwar Temple, Dehradun, Uttarakhand, India- 248001"
"Oriental School of Hotel Management Contact Number, Address & Location Map, Idukki",04936   255355,admin@orientalschool.com,http://www.orientalschool.com/,Lakkidi P.O. Wayanad Dist.Kerala - 673576
"Institute of Hotel Management (IHM), Gwalior Contact Number, Address & Location Map, Gwalior",+91-0751-2471477,principal@ihmgwalior.net,http://www.ihmgwalior.net,"Institute of Hotel Management, Catering Technology & Applied Nutrition, Airport Road, Maharajpura, Gwalior(M.P.) - 474005"
"CIHM Chandigarh Contact Number, Address & Location Map, Chandigarh",01722676024,cihm42@gmail.com,http://www.cihmct.com/,"Sector 42-D, Chandigarh u2013 160 036 INDIA"
"Mohandas Group of Institutions Contact Number, Address & Location Map, Trivandrum",0472-2813039  2802552  2814578  2814579,mail@mcetonline.com,http://mcetonline.com/,"Anad PO, Nedumangad Thiruvananthapuram 695544."
"Pondicherry Institute of Hotel Management & Catering Technology Contact Number, Address & Location Map, Puducherry",0413-2358389,pihmct@rediffmail.com,http://pihmct.puducherry.gov.in/,"Opp To Mahalakshmi Nagar,rnMurungpakkam,rnPuducherry - 605004."
"Institute of Hotel Management (IHM), Gurdaspur Contact Number, Address & Location Map, Gurdaspur",+91-0187-4222501,mail.ihmgsp@gmail.com,http://www.ihmgurdaspur.org/,"HM Gurdaspur enjoys a prime site location on the GrandrnTrunk Road, Amritsar Pathankot National Highway."
"SIHM Kozhikode Contact Number, Address & Location Map, Kozhikode",495 2385861,sihmcalicut@gmail.com,http://www.sihmkerala.com/,"State Institute of Hospitality Management rnGovernment Guest House CompoundrnWest Hill, Kozhikode u2013 673005"
"Institute of Hotel Management Catering Technology & Applied Nutrition (IHMCTAN), Bhatinda Contact Number, Address & Location Map, Bhatinda",0164 2430454,ihm@ihmbti.com,http://www.ihmbti.com/,"Industrial Growth Centre, Mansa Road, Bathinda, Punjab 151001"
"Institute of Hotel Management (IHM), Faridabad Contact Number, Address & Location Map, Faridabad",0129-4052466,ihmfaridabad@gmail.com,http://www.ihmfaridabad.com/,"Badkhal Lake Crossing, Faridabad- 121 001"
"NITHM Hyderabad Contact Number, Address & Location Map, Hyderabad",+91-040-23000472 / 473,director@nithm.ac.in,http://www.nithm.ac.in/index.php?option=com_content&view=category&id=50&Itemid=208,"Telecom Nagar, Gachibowli, Hyderabad, Telangana, India- 500032,Dr. YSR National Institute of Tourism and Hospitality Management,Telecom Nagar, Gachibowli,Hyderabad - 500032,Telangana State, India"
"Delhi Institute of Hotel Management & Catering Technology Contact Number, Address & Location Map, New Delhi",911126214812,dihm.net@gmail.com,http://www.dihm.net/,"National Park, Lajpat Nagar IV Near Lady Shri Ram College"
"Institute of Hotel Management (IHM), Gangtok Contact Number, Address & Location Map, Gangtok",03592-252335,ihmgangtok@rediffmail.com,http://www.ihmgangtok.com/,"Institution of Hotel Management, Gangtok, Sajong, Rumtek, Gangtok, East Sikkim"
"JPIHM Meerut Contact Number, Address & Location Map, Meerut",0121-2623005,jpihm@rediffmail.com,http://www.jpihm.com/,"P.O. Rajpura, Mawana Road, Meerut, Uttar Pradesh, India-250001"
"International Institute of Hotel Management (IIHM), Jaipur Contact Number, Address & Location Map, Jaipur",+91-9785014005/ +91-9785323334,marketing.jaipur@iihm.ac.in,https://www.iihm.ac.in/jaipur-campus/,"Mahindra Tower, Durga Vihar, Tonk Road, Behind, 30, Dalda Factory Rd, Durgapura, Jaipur, Rajasthan"
"SAMS Institute of Hotel Management Contact Number, Address & Location Map, Varanasi",+91-542-6451899,samsvns@yahoo.com,http://www.samsportal.org/,"Bhelkhan (Near Vyas Bagh Hanuman Mandir), rnShivpur, Babatpur Airport RoadrnVaranasi u2013 221003, U.P., India"
"All India Shri Shivaji Memorial Society'S, College Of Hotel Management & Catering Technology, Pune Contact Number, Address & Location Map, Pune",020 - 25520488 /25521365 /25511655,admission@aissmschmct.in,http://www.aissmschmct.in/,"55-56, Shivaji Nagar, Pune u2013 411 005, Maharashtra (INDIA)"
"Merit Swiss Asian School of Hotel Management Contact Number, Address & Location Map, Ooty",http://www.meritworldwide.com,"22 , Havelock Road, Ooty, Tamil Nadu, India - 643001"
"GNA University Contact Number, Address & Location Map, Phagwara","+91-1824-504999, +91-1800-137-7006 , +91-9876200089",info@gnauniversity.edu.in,http://www.gnauniversity.edu.in,"Phagwara - Hoshiarpur Road, Sri Hargobindgarh, Punjab 144401"
"Jaipur National University Contact Number, Address & Location Map, Jaipur",+91-141 7197070,info@jnujaipur.ac.in,http://www.jnujaipur.ac.in,"Agra - Jaipur Rd, Near New RTO Office, Jagatpura, Jaipur, Rajasthan 302017"
"CMS College of Science and Commerce Contact Number, Address & Location Map, Coimbatore",+91-0422-6534004,info@cmscbe.com,http://cmscbe.com/,"ChinnavedampattyrnSreevatsa Global Village, SaravanampattyrnCoimbatore, Tamil Nadu 641006"
"M.A.Rangoonwala Institute of Hotel Management & Research Contact Number, Address & Location Map, Pune",020-26442261,info@marhotelmanagement.com,http://www.marhotelmanagement.com/,"2390-B.K, B Hidayatullah Road , Azam Campus, Camp, Pune, Maharashtra, India- 411001"
"Sinhgad Institute of Hotel Management Catering Technology Contact Number, Address & Location Map, Pune",(02114) 304313,principal.sihmct@sinhgad.edu,http://www.sinhgad.edu/SinhgadInstitutes-HMI/,"Gat No. 309/310, Kusgaon (Bk) , Lonavala Off Mumbai-Pune Expressway Taluka: Mawal, Dist Pune-410 401."
"RIG Institute Greater Noida Contact Number, Address & Location Map, Greater Noida",+91–120–2324800+91-9654050565,admissions@riginstitute.com,http://www.riginstitute.com,"48/1, Knowledge Park,III, Greater Noida-201306 (UP)"
"Ecole Hoteliere Lavasa Contact Number, Address & Location Map, Pune",91 20 6676 930,ecolelavasa@gmail.com,http://www.ecolehotelierelavasa.com/studiesprogram.html,"Ecole Hoteliere Lavasa Dasve Hospitality Institutes Limited Information Centre 80 Event Centre Street, Post Mose, Dasve, Lavasa, Pune - 412107, Maharashtra, India, Pune, Maharashtra, India- 412107"
"International Institute of Hotel Management (IIHM), Pune Contact Number, Address & Location Map, Pune",020-67296200 / 020-67296211 / 8600147345 / 8600995712 / 860995713 / 8600995714 / 8600995715,admin.pune@iihm.ac.in,https://www.iihm.ac.in/pune-campus/,"Kalptaru Arcade, Sr No. 206/3,  Plot No.: 16, Viman Nagar, Pune"
"Bharati Vidyapeeth College of Hotel and Tourism Management Studies Contact Number, Address & Location Map, Mumbai",022 27562268,info.chtms@bharatividyapeeth.edu,http://chtms.bharatividyapeeth.edu/,"Sector 8, C.B.D. Belapur, Navi Mumbai, Maharashtra, India- 400614"
"Aptech Aviation and Hospitality Academy (AAHA Delhi), Delhi Contact Number, Address & Location Map, Delhi",011-25934444,avalon@triambke.com,http://www.aptechaviationacademy.com/index.aspx,"E-75, SOUTH EX - I (BENGALI SWEET LANE) NEW DELHI - 110049"
"Panjab University Contact Number, Address & Location Map, Chandigarh",1800 180 2065,rsic@pu.ac.in,http://puchd.ac.in/,"Sector 14, Chandigarh, 160014"
"Gujarat Institute of Hotel Management Contact Number, Address & Location Map, Vadodara",2652331112,director@gihmbaroda.com,http://www.gihm.in/,"'Vaid House',rnBehind Sun Pharma Research Centre,rnNext to Samrajay & Ashwamegh ComplexrnAkota, Padra Road,rnVadodara - 390020rnGujarat - India"
"Tuli College of Hotel Management Contact Number, Address & Location Map, Nagpur",0712-6644305,tuli_c_hm@rediffmail.com,http://www.eduattuli.com/hmct/,"Tuli College of Hotel ManagementrnrnTuli Edu City, Bokhara Road,rnrnNear Koradi Check Post, Nagpur. - 441111"
"Shri Balasaheb Tirpude College of Hotel Management and Catering Technology Contact Number, Address & Location Map, Nagpur",2538935,tirpudehmct@gmail.com,http://www.tirpudehmct.org/tm,"Civil lines, Sadar , Nagpur, Maharashtra, India- 440001"
"Guru Nanak Institute of Hotel Management Contact Number, Address & Location Map, Kolkata","+91 9836106964, 9330906150",info@gnihm.ac.in,http://www.gnihm.ac.in,"157/F, Nilgunj Road, Panihati, Kolkata-700114, West Bengal"
"IAM Kolkata Contact Number, Address & Location Map, Kolkata","+91-9903070000, +91-9831259410, +91-9831259411",kanchan.kak@iam.ac.in,https://iamhotelschool.ac.in,"An-1, Nayapatti, Sector-V,Salt Lake,Kolkata"
"Himalayan Institute of Technology Contact Number, Address & Location Map, Dehradun","9411558989, 9411557070, 9411557979",hitdoon@gmail.com,https://hitdoon.com/,"""1st Campus- Himalayan Institute of Technology, Haridwar  Road, Near Central Excise Office , Dehradun  2nd Campus- Village Asthal, Maldevta Road, PO- Maldevta Raipur Dehradun"""
"Mjp Rohilkhand University Contact Number, Address & Location Map, Bareilly",0581-2520487,registrar@mjpru.ac.in,http://www.mjpru.ac.in/,"7 Km from the Bareilly railway station Pilibhit Bye pass road Bareilly 243006, (U.P.) India."
"SUN International Institute for Tourism & Management (SIITAM), Hyderabad Contact Number, Address & Location Map, Hyderabad",+91-40-27635757,admissions@siitam.edu.in,https://www.sun.edu.in/,"Beside SBH., Ramnagar, VST Cross RoadsNear RTC Cross Roads, Hyderabad 500048 Andhra Pradesh, INDIA"
"Culinary Academy of India Contact Number, Address & Location Map, Hyderabad",040 2341 8064,iactca@yahoo.co.in,http://www.iactchefacademy.com/,"6-3-1219/6A, Umanagar, Begumpet,rnHyderabad - 16, A.P., India."
"Lakshay College of Hotel Management Contact Number, Address & Location Map, Panipat",+91-9896413400,principal@lakshay.edu.in,http://www.lchm.lakshay.edu.in,"Naultha, Gohana Road, NH-71A, Panipat NCR (Haryana)"
"International Institute of Hotel Management (IIHM), Hyderabad-T Contact Number, Address & Location Map, Hyderabad-T",+91-+91 – 7601013974 / 8919057055 / 6302148367,admin.hyderabad@iihm.ac.in,http://www.iihm.ac.in/hyderabad-campus,"Cyber Edifice Building, Plot Nos C1,C2,1&2, Sy.No 6/1, Gachibowli Village (Adjacent To Gachibowli Flyover) Serilingampally Mandal,, Hyderabad"
"IHMCT Pune Contact Number, Address & Location Map, Pune",020  24372761,http://ihmct.bharatividyapeeth.edu/,http://ihmct.bharatividyapeeth.edu/default.aspx,"Pune-Satara Road, Katraj, Puneu2013411043, Maharashtra, India"
"International School of Hospitality Management, Kolkata Contact Number, Address & Location Map, Kolkata","+91-9007070004, +91-8335865555",admission@ishm.co.in,http://www.ishm.co.in,"GN - 38/5, Beside Bank of Baroda, Salt Lake, Sector 5, Kolkata, West Bengal, India -700091"
"Starex University Contact Number, Address & Location Map, Gurgaon","+91-7009989550, 01242379991/2/3",admission@starexuniversity.com,https://www.starexuniversity.com/,"Address : NH-48, Vill- Binola, P.O. Bhorakalan, Gurugram, Haryana 122413 (India)"
"Madras Institute of Hotel Management and Catering Technology Contact Number, Address & Location Map, Chennai","+91-9176111666 , +91-7824888000",madrasinstitute@gmail.com,http://www.mihmct.com,"No.60, Poonamallee High Road, kattupakkam , Chennai -600 056."
"Katriya Institute of Excellence in Hotel Management Contact Number, Address & Location Map, Hyderabad",+91-7799867833,info@kihm.in,http://katriya.org,"8-2-248/1/7, Plot no 62,  Nagarjuna hills, Panjagutta  Hyderabad, Telangana,  500082, India."
"SUN International Institute for Tourism & Management (SIITAM), Visakhapatnam Contact Number, Address & Location Map, Visakhapatnam","+91-8912977777,+91-8886714747,+91-8912588668,+91-9848013737, +91-8575795757",info@sun.edu.in,http://www.sun.edu.in,"BEHIND ISKCON TEMPLE,SAGAR NAGAR,BEACH ROAD,RUSHIKONDA,VISAKHAPATNAM 530045;   Beside SBI,Dwarakanagar main road, near RTC complex,Visakhapatnam  530016"
"Institute of Hotel Management and Culinary Studies, Jaipur Contact Number, Address & Location Map, Jaipur","91-9783829935, 91-9887033833",info@ihmcs.in,http://www.ihmcs.net,"Sec-8, Aravali Marg, Mansarovar, Jaipur"
"Ann Institute of Hotel Management and Catering Technology (AIHMCT), Goa Contact Number, Address & Location Map, Goa",9326114919,ann_goa@sancharnet.in,http://www.annhmctgoa1.com,"Nova Cidade Commercial Complex, S1 Building, Alto-Porvorim, Bardez, Goa - Other, Goa, India- 403521"
"La Sphere School of Hotel Management Contact Number, Address & Location Map, Mumbai",+91 22 30147226,info@lasphere.in,http://www.lasphere.edu.in/,"Monarch Crystal, Kalyan-Shilphata Road, Near Tata Power House, Kalyan East, Mumbai, Maharashtra-421301"
"Indian Institute of Hotel Management Kolkata Contact Number, Address & Location Map, Kolkata","+91-9051475838,+91-3340043004",admission@indianihm.com,"EN -33 Sector -V Salt lake City, Kolkata-700091"
"DSM Kolkata Contact Number, Address & Location Map, Kolkata","+91-33-4604-2133,+91-90510-59280",admission@dsmkolkata.com,http://www.dsmkolkata.com,"BLOCK CB - 135, SALT LAKE, SECTOR - I BUS STOP - C A MARKET KOLKATA - 700064"
"Amazon Institute of Hotel Tourism & Management (AIHTM), Dehradun Contact Number, Address & Location Map, Dehradun",0135-3568158,amazon.ihmdehradun@gmail.com,http://www.aihmindia.com/,"Vishwanath Enclave, Sahastradhara Road, Near Canara Bank,  Dehradun-248001."
"Institute of Advanced Management, Guwahati Contact Number, Address & Location Map, Guwahati","+91- 9854025598,  +91- 9854025594",subhasish.sinha@iam.ac.in,http://www.iamhotelschool.ac.in,"Hindustan College Campus, Patharquarry, Vip Road, Guwahati"
"Institute of Hotel Management (IHM), Hamirpur Contact Number, Address & Location Map, Hamirpur",01972-21831,sihm.hamirpur@gmail.com,http://www.sihmhamirpur.org/,": Sasan,P.O. Jhaniari, Tehsil: Hamirpur,District: Hamirpur, Himachal Pradesh.,Pin-177001"
"International Institute of Hotel Management (IIHM), Delhi Contact Number, Address & Location Map, Delhi","+91-11-43204700,+91-11-43204701, +91- 8800774169, +91- 9999538238, +91- 9599618411, +91- 9873156558",admin.delhi@iihm.ac.in,https://www.iihm.ac.in/delhi-campus/,"B-2/70 Mohan Co- operative Industrial Estate ,Mathura Road, Near Badarpur Metro Station, New Delhi -110044"
"Babu Banarasi Das University (BBDU), Lucknow Contact Number, Address & Location Map, Lucknow",91-(522)-3911100 /01/02 91-(522)-3911000/01,info@bbdu.org,http://www.bbdu.ac.in,"Babu Banarasi Das University, BBD City, Faizabad Road,Lucknow, Uttar Pradesh - 226028, India"
"IIHMCA Hyderabad Contact Number, Address & Location Map, Hyderabad",91 40 27154304,info@iihmca.org,http://iihmca.org/,"7-91/5, Street No. 2,Beside Whitus Hospital & IDBI Bank,Nagendra Nagar, Habsiguda X Roads,Hyderabad u2013 500 007, Telangana, INDIA."
"Government Institute of Hotel Management and Catering Technology Contact Number, Address & Location Map, Nagpur",0712 - 2544355,Principalhmct_ngp@hotmail.com,http://www.gihmctngp.org/,"Government Polytechnic Campus , Sadar,  	Nagpur - 440 001"
"Assam Down Town University (ADTU), Guwahati Contact Number, Address & Location Map, Guwahati",+91-9864137777,admission@adtu.in,http://www.adtu.in,"Sankar Madhab Path, Gandhi Nagar, Panikhaiti, Guwahati, Assam, India"
"Empee Institute of Hotel Management and Catering Technology Contact Number, Address & Location Map, Chennai",044-28220179,eihmct@empeemail.in,http://www.collegesintamilnadu.com/,"No. 101, Kaveri Complex, First Floor,  Nungambakkam High Road,  Nungambakkam,  Chennai, Tamilnadu  India - 600 034"
"Sri Sarada College of Hotel Management Contact Number, Address & Location Map, Hyderabad",9949852911,in@schmhyd.edu.in,http://www.schmhyd.com,"Roshan's plaza, Moula Ali Rd, near Moula Ali, Moula Ali, Hyderabad, Telangana 500040"
"Pioneer Institute of Hotel Management Contact Number, Address & Location Map, Hyderabad",91 40 65916227,pihm@rediffmail.com,http://www.pihmhyd.co.in/,"# 1-9-8/1/1, 3rd Floor, Girisikhara PlazaVST-Ramnagar Main Road, Above SBH BankRamnagar, Hyderabad 500 020Andhra Pradesh, India"
"SKASC Coimbatore Contact Number, Address & Location Map, Coimbatore",+91 422 2678400,info@skasc.ac.in,http://www.skasc.ac.in,"Sugunapuram, Kuniamuthur P.O.,Coimbatore, Tamil Nadu,INDIA. Pin-641 008."
"VIHTM Rajkot Contact Number, Address & Location Map, Rajkot","+91-9427213888, +91-8866250050",info@vihtm.com,http://www.vihtm.com,"Bodhigram N.H.8 / B, Kuvadava Road Kuchiyadad - 360 023. Dist. Rajkot (Gujarat) India"
"International Institute of Hotel Management (IIHM), Ahmedabad Contact Number, Address & Location Map, Ahmedabad",+91-8155012124/+91-8128647013,admin.ahmedabad@iihm.ac.in,https://www.iihm.ac.in/ahmedabad-campus/,"IIHM Hotel School, Opp. Hotel Fortune Landmark, Near Usmanpura Cross Roads, Ashram Road, Ahmedabad,Gujrat, India"
"Ambrosia Institute of Hotel Management (AIHM), Pune Contact Number, Address & Location Map, Pune",7875046850,aihmpune@gmail.com,http://www.aihmpune.com,"Ambrosia Resorts,rnBawdhan, Pune, Maharashtra,rnPune u2013 400 021"
"Parul University Contact Number, Address & Location Map, Vadodara",+91-2668260312/ 202300307,admissions@paruluniversity.ac.in,http://www.paruluniversity.ac.in/home,"P.O. Limda, Ta.Waghodia - 391760 Dist. Vadodara, Gujarat(India)"
"Shevaroys College Of Hotel Management and Catering Technology Contact Number, Address & Location Map, Salem","04281-222386,994499595 8300085624",shevaroysyercaud@gmail.com,http://www.shevaroyscateringcollege.com/,HOTEL SHEVAROYS COMPLEX HOSPITAL ROAD YERCAUD-HILLS u2013 636 601. SALEM.
"College of Hospitality Administration, Jaipur Contact Number, Address & Location Map, Jaipur",+91-9983336766/ +91-99828048487,admissions@chajaipur.com,http://www.chajaipur.com,"H-1, 66 A, Mansarovar Riico Industrial Area, Jaipur"
"Goa College of Hospitality & Culinary Education Contact Number, Address & Location Map, Goa",(0832) 245- 4560 / 61,goahospitalitycollege@cidadedegoa.com,http://www.goahospitalitycollege.com/index.php,"Goa College of Hospitality & Culinary Education, Cidade de Goa, Vainguinim Beach, Goa - 403 004"
"BFIT Dehradun Contact Number, Address & Location Map, Dehradun","+91-7300777709, 9997777818",bfitadmissiondept@gmail.com,"SUDDHOWALA, DEHRADUN, PIN - 248007"
"Banarsidas Chandiwala Institute of Hotel Management and Catering Technology Contact Number, Address & Location Map, New Delhi",011 4902 0301,director@bcihmct.ac.in,http://www.bcihmct.ac.in/,"BCIHMCT Campus, Chandiwala Estate, Maa Anandmai Marg, Kalkaji, New Delhi-110019, Delhi, India"
"JIMS Vasant Kunj-II Contact Number, Address & Location Map, New Delhi","09990474829, 011 61199191",admission.ljp@jagannath.com,http://www.jimssouthdelhi.com,"Plot No. 3, Phase - II, Institutional Area, (Landmark: Near Pajawara Mut, Next to National Book Trust Of India) Vasant Kunj, New Delhi - 110070"
